Customer ID,Gender,Region,Product Name,Category,Age,Unit Price,Quantity,Total Price,Shipping Fee,Order Date,Shipping Status,,,Descriptve analysis,,,,,,,,,,
CUST0081,Male,West,Smartwatch,Wearables,38,200,3,600,19.89,8/7/2023,Returned,,,,,,,,,,,,,
CUST0298,Male,North,Smartphone,Electronics,58,800,4,3200,18.55,4/4/2023,Unknown,,,,,,,,,,,,,
CUST0189,Female,East,Monitor,Electronics,38,300,1,300,11.89,5/1/2023,In Transit,,,,,,,,,,,,,
CUST0092,Female,East,Smartphone,Electronics,32,800,3,2400,14.12,9/28/2023,In Transit,,,,,,,,,,,,,
CUST0254,Female,West,Mouse,Accessories,49,30,2,60,7.56,12/25/2023,Delivered,,,,,,,,,,,,,
CUST0150,Male,South,Headphones,Accessories,63,100,4,400,11.39,5/6/2023,Delivered,,,,,,,,,,,,,
CUST0264,Female,West,Keyboard,Accessories,59,103.6520204,4,200,10.49,8/21/2023,Delivered,,,,,,,,,,,,,
CUST0105,Male,West,Headphones,Accessories,27,100,3,300,17.92,3/13/2023,Returned,,,,,,,,,,,,,
CUST0253,Female,West,Laptop,Electronics,51,1500,1,1500,12.36,2/28/2023,Returned,,,,,,,,,,,,,
CUST0188,Male,West,Monitor,Electronics,29,300,4,1200,8.15,7/26/2023,Delivered,,,,,,,,,,,,,
CUST0052,Male,East,Monitor,Electronics,66,300,2,600,19.1,7/2/2023,Unknown,,,,,,,,,,,,,
CUST0204,Male,East,Smartwatch,Wearables,54,200,5,1000,10.03,10/17/2023,Returned,,,,,,,,,,,,,
CUST0180,Male,East,Monitor,Electronics,68,300,3,900,5,10/18/2023,In Transit,,,,,,,,,,,,,
CUST0189,Female,West,Laptop,Electronics,49,1500,3,4500,9.92,4/6/2023,Delivered,,,,,,,,,,,,,
CUST0023,Female,South,Monitor,Electronics,29,300,3,900,18.32,7/20/2023,Delivered,,,,,,,,,,,,,
CUST0263,Female,West,Smartwatch,Wearables,40,200,1,200,8.82,4/8/2023,Returned,,,,,,,,,,,,,
CUST0195,Male,West,Keyboard,Accessories,48,50,3,150,16.84,1/8/2023,Returned,,,,,,,,,,,,,
CUST0272,Female,West,Laptop,Electronics,52,1500,5,7500,9.45,5/13/2023,Unknown,,,,,,,,,,,,,
CUST0256,Male,East,Monitor,Electronics,69,300,4,1200,8.25,8/15/2023,Returned,,,,,,,,,,,,,
CUST0131,Male,North,Smartphone,Electronics,67,800,4,3200,14.61,9/18/2023,In Transit,,,,,,,,,,,,,
CUST0279,Female,North,Mouse,Accessories,59,30,1,30,6.08,2/15/2023,Returned,,,,,,,,,,,,,
CUST0250,Female,West,Smartwatch,Wearables,64,200,2,400,15.94,11/28/2023,Delivered,,,,,,,,,,,,,
CUST0012,Male,East,Mouse,Accessories,49,30,3,90,16.49,7/29/2023,In Transit,,,,,,,,,,,,,
CUST0127,Female,South,Smartphone,Electronics,62,800,4,3200,6.66,7/10/2023,In Transit,,,,,,,,,,,,,
CUST0128,Female,North,Monitor,Electronics,52,621.9121225,3,900,11.04,10/25/2023,Delivered,,,,,,,,,,,,,
CUST0155,Male,West,Headphones,Accessories,41,100,3,300,11.98,6/12/2023,Delivered,,,,,,,,,,,,,
CUST0115,Male,South,Headphones,Accessories,53,100,5,500,5.93,7/22/2023,In Transit,,,,,,,,,,,,,
CUST0115,Male,West,Smartwatch,Wearables,53,200,5,1000,19.43,6/25/2023,Returned,,,,,,,,,,,,,
CUST0282,Male,East,Smartphone,Electronics,68,800,3,2400,8.23,11/29/2023,Returned,,,,,,,,,,,,,
CUST0158,Male,West,Smartphone,Electronics,51,800,1,800,18.58,10/3/2023,Returned,,,,,,,,,,,,,
CUST0088,Female,South,Laptop,Electronics,66,1500,1,1500,13.16,2/6/2023,In Transit,,,,,,,,,,,,,
CUST0124,Male,South,Monitor,Electronics,53,300,2,600,8.51,5/17/2023,Returned,,,,,,,,,,,,,
CUST0055,Female,North,Smartwatch,Wearables,45,200,2,400,10.82,9/23/2023,Returned,,,,,,,,,,,,,
CUST0201,Female,South,Laptop,Electronics,49,1500,3,4500,17.62,12/25/2023,Returned,,,,,,,,,,,,,
CUST0256,Female,West,Mouse,Accessories,69,30,5,150,9.07,2/19/2023,Delivered,,,,,,,,,,,,,
CUST0055,Male,East,Keyboard,Accessories,45,50,1,50,11.27,9/13/2023,Returned,,,,,,,,,,,,,
CUST0076,Male,South,Monitor,Electronics,26,300,4,1200,6.9,11/5/2023,Returned,,,,,,,,,,,,,
CUST0273,Male,South,Monitor,Electronics,55,300,3,900,7.31,1/15/2023,In Transit,,,,,,,,,,,,,
CUST0022,Female,Unknown,Mouse,Accessories,33,30,1,30,15.29,2/27/2023,Delivered,,,,,,,,,,,,,
CUST0204,Male,East,Laptop,Electronics,54,1500,2,3000,12.68,5/11/2023,Delivered,,,,,,,,,,,,,
CUST0194,Female,South,Mouse,Accessories,61,30,1,30,19.54,4/16/2023,In Transit,,,,,,,,,,,,,
CUST0138,Male,East,Smartphone,Electronics,46,800,4,3200,17.82,3/17/2023,Unknown,,,,,,,,,,,,,
CUST0071,Female,North,Mouse,Accessories,46,30,4,120,10.01,4/11/2023,In Transit,,,,,,,,,,,,,
CUST0044,Female,North,Keyboard,Accessories,30,50,4,200,16.61,10/16/2023,Returned,,,,,,,,,,,,,
CUST0273,Male,South,Headphones,Accessories,55,100,4,400,18.99,10/16/2023,In Transit,,,,,,,,,,,,,
CUST0196,Female,East,Headphones,Accessories,37,100,4,400,11.4,2/22/2023,Delivered,,,,,,,,,,,,,
CUST0212,Female,East,Mouse,Accessories,62,30,2,60,8.36,7/17/2023,Delivered,,,,,,,,,,,,,
CUST0106,Female,East,Mouse,Accessories,49,30,5,150,10.03,6/30/2023,Delivered,,,,,,,,,,,,,
CUST0133,Male,North,Headphones,Accessories,47,100,3,300,15,7/9/2023,Delivered,,,,,,,,,,,,,
CUST0262,Male,West,Mouse,Accessories,27,30,4,120,16.05,5/7/2023,Returned,,,,,,,,,,,,,
CUST0280,Female,East,Keyboard,Accessories,44,50,4,200,12.3,3/22/2023,In Transit,,,,,,,,,,,,,
CUST0074,Male,North,Smartwatch,Wearables,36,200,2,400,12.03,8/28/2023,Returned,,,,,,,,,,,,,
CUST0300,Female,East,Mouse,Accessories,49,30,3,90,11.56,1/17/2023,In Transit,,,,,,,,,,,,,
CUST0027,Female,North,Laptop,Electronics,36,1500,4,6000,11.21,10/16/2023,Unknown,,,,,,,,,,,,,
CUST0016,Male,South,Smartphone,Electronics,61,800,1,800,17.43,1/10/2023,Delivered,,,,,,,,,,,,,
CUST0152,Male,South,Smartphone,Electronics,69,800,3,2400,13.57,3/25/2023,Returned,,,,,,,,,,,,,
CUST0278,Female,East,Smartwatch,Wearables,52,200,3,600,10.21,1/29/2023,In Transit,,,,,,,,,,,,,
CUST0095,Female,South,Smartphone,Electronics,60,800,5,4000,18.75,1/19/2023,Delivered,,,,,,,,,,,,,
CUST0229,Male,West,Monitor,Electronics,45,300,1,300,16.7,9/16/2023,Delivered,,,,,,,,,,,,,
CUST0128,Male,West,Monitor,Electronics,52,300,1,300,14.67,7/21/2023,Delivered,,,,,,,,,,,,,
CUST0032,Female,South,Monitor,Electronics,63,300,5,1500,18,3/21/2023,Returned,,,,,,,,,,,,,
CUST0283,Female,South,Keyboard,Accessories,67,50,5,250,10.04,5/3/2023,In Transit,,,,,,,,,,,,,
CUST0238,Male,West,Keyboard,Accessories,26,50,4,200,10.23,1/24/2023,Delivered,,,,,,,,,,,,,
CUST0051,Male,West,Smartwatch,Wearables,41,200,4,800,8.56,1/3/2024,Returned,,,,,,,,,,,,,
CUST0144,Female,South,Smartphone,Electronics,49,800,5,4000,10.52,12/1/2023,Delivered,,,,,,,,,,,,,
CUST0134,Male,South,Monitor,Electronics,58,300,5,1500,19.72,5/16/2023,Delivered,,,,,,,,,,,,,
CUST0129,Male,South,Mouse,Accessories,66,30,2,60,9.19,5/7/2023,In Transit,,,,,,,,,,,,,
CUST0148,Female,West,Headphones,Accessories,67,100,2,200,19.58,6/1/2023,Returned,,,,,,,,,,,,,
CUST0211,Male,North,Smartphone,Electronics,35,800,5,4000,15.61,1/27/2023,In Transit,,,,,,,,,,,,,
CUST0272,Male,South,Keyboard,Accessories,52,50,2,100,13.78,9/4/2023,Delivered,,,,,,,,,,,,,
CUST0092,Female,East,Mouse,Accessories,32,30,5,150,15.68,11/6/2023,Delivered,,,,,,,,,,,,,
CUST0203,Female,Unknown,Smartwatch,Wearables,33,200,1,200,14.86,9/24/2023,Returned,,,,,,,,,,,,,
CUST0109,Male,North,Smartwatch,Wearables,57,200,1,200,13.34,9/8/2023,Returned,,,,,,,,,,,,,
CUST0204,Female,South,Laptop,Electronics,54,1500,5,7500,5.02,8/28/2023,Returned,,,,,,,,,,,,,
CUST0291,Male,West,Smartwatch,Wearables,49,200,4,800,18.56,3/18/2023,Delivered,,,,,,,,,,,,,
CUST0153,Female,South,Headphones,Accessories,40,100,5,500,14.22,2/2/2023,Delivered,,,,,,,,,,,,,
CUST0220,Male,North,Headphones,Accessories,67,100,5,500,13.85,3/15/2023,Returned,,,,,,,,,,,,,
CUST0199,Female,North,Mouse,Accessories,41,30,3,90,18.37,1/3/2024,Returned,,,,,,,,,,,,,
CUST0245,Male,West,Smartphone,Electronics,63,800,2,1600,19.63,12/27/2023,Delivered,,,,,,,,,,,,,
CUST0228,Male,North,Smartphone,Electronics,25,800,1,800,5.64,9/23/2023,In Transit,,,,,,,,,,,,,
CUST0106,Male,North,Laptop,Electronics,50,1500,5,7500,15.14,6/8/2023,In Transit,,,,,,,,,,,,,
CUST0174,Male,West,Mouse,Accessories,68,30,4,120,14.02,9/13/2023,Returned,,,,,,,,,,,,,
CUST0161,Male,West,Smartwatch,Wearables,62,200,3,600,17.9,1/3/2023,Returned,,,,,,,,,,,,,
CUST0204,Male,South,Smartphone,Electronics,54,800,1,800,7.77,7/23/2023,Returned,,,,,,,,,,,,,
CUST0062,Male,West,Smartwatch,Wearables,43,200,2,400,13.02,10/8/2023,Delivered,,,,,,,,,,,,,
CUST0114,Male,South,Keyboard,Accessories,60,50,1,50,6.25,2/6/2023,In Transit,,,,,,,,,,,,,
CUST0102,Male,West,Monitor,Electronics,25,300,3,900,9.94,10/21/2023,Delivered,,,,,,,,,,,,,
CUST0140,Male,East,Smartphone,Electronics,50,800,1,800,10.36,5/25/2023,Returned,,,,,,,,,,,,,
CUST0142,Female,South,Smartphone,Electronics,32,800,1,800,8.45,4/28/2023,Returned,,,,,,,,,,,,,
CUST0016,Male,East,Smartphone,Electronics,61,800,2,1600,19.07,10/3/2023,Delivered,,,,,,,,,,,,,
CUST0023,Male,South,Keyboard,Accessories,49,50,5,250,10.03,11/1/2023,Returned,,,,,,,,,,,,,
CUST0008,Female,West,Mouse,Accessories,18,30,4,120,8.76,6/30/2023,In Transit,,,,,,,,,,,,,
CUST0268,Male,North,Monitor,Electronics,21,300,2,600,5.69,8/3/2023,Returned,,,,,,,,,,,,,
CUST0162,Male,East,Headphones,Accessories,69,100,1,100,6.43,5/26/2023,Returned,,,,,,,,,,,,,
CUST0121,Female,West,Smartwatch,Wearables,66,200,5,1000,19.19,9/19/2023,Returned,,,,,,,,,,,,,
CUST0047,Female,West,Smartwatch,Wearables,41,200,3,600,10.92,6/18/2023,Returned,,,,,,,,,,,,,
CUST0148,Male,East,Keyboard,Accessories,67,50,5,250,11.17,3/3/2023,In Transit,,,,,,,,,,,,,
CUST0251,Female,East,Smartphone,Electronics,42,800,3,2400,10.65,11/18/2023,In Transit,,,,,,,,,,,,,
CUST0028,Female,West,Monitor,Electronics,50,300,1,300,14.36,8/5/2023,Delivered,,,,,,,,,,,,,
CUST0174,Female,East,Headphones,Accessories,68,100,4,400,11.92,10/31/2023,In Transit,,,,,,,,,,,,,
CUST0296,Female,East,Smartphone,Electronics,50,800,5,4000,13.43,8/11/2023,Returned,,,,,,,,,,,,,
CUST0085,Male,Unknown,Smartphone,Electronics,49,800,1,800,16.2,11/25/2023,Returned,,,,,,,,,,,,,
CUST0281,Male,West,Laptop,Electronics,44,1500,5,7500,7.21,11/21/2023,Delivered,,,,,,,,,,,,,
CUST0010,Female,East,Headphones,Accessories,37,100,3,300,7.41,3/27/2023,Delivered,,,,,,,,,,,,,
CUST0186,Female,West,Laptop,Electronics,55,1500,1,1500,19.04,10/20/2023,In Transit,,,,,,,,,,,,,
CUST0281,Female,North,Laptop,Electronics,44,1500,2,3000,9.87,11/27/2023,Delivered,,,,,,,,,,,,,
CUST0031,Female,East,Smartphone,Electronics,67,800,5,4000,9.6,10/22/2023,In Transit,,,,,,,,,,,,,
CUST0270,Female,East,Headphones,Accessories,49,100,3,300,13.33,2/10/2023,Delivered,,,,,,,,,,,,,
CUST0039,Female,North,Smartphone,Electronics,60,800,2,1600,19.2,8/11/2023,In Transit,,,,,,,,,,,,,
CUST0063,Male,South,Keyboard,Accessories,20,50,1,50,17.61,8/13/2023,Returned,,,,,,,,,,,,,
CUST0097,Female,East,Smartwatch,Wearables,34,200,1,200,17.66,5/21/2023,Returned,,,,,,,,,,,,,
CUST0067,Female,North,Laptop,Electronics,19,1500,4,6000,14.45,11/8/2023,Delivered,,,,,,,,,,,,,
CUST0124,Female,East,Smartphone,Electronics,49,800,4,3200,19.17,6/17/2023,In Transit,,,,,,,,,,,,,
CUST0284,Female,South,Monitor,Electronics,64,300,3,900,19.12,6/17/2023,In Transit,,,,,,,,,,,,,
CUST0010,Male,West,Monitor,Electronics,37,300,1,300,9.72,3/30/2023,Returned,,,,,,,,,,,,,
CUST0276,Female,West,Monitor,Electronics,66,300,1,300,18.63,11/1/2023,Delivered,,,,,,,,,,,,,
CUST0256,Male,South,Smartphone,Electronics,69,800,3,2400,5.26,10/7/2023,Unknown,,,,,,,,,,,,,
CUST0221,Female,South,Mouse,Accessories,33,30,2,60,15.69,10/21/2023,Delivered,,,,,,,,,,,,,
CUST0062,Female,West,Monitor,Electronics,43,300,3,900,8.58,11/2/2023,Returned,,,,,,,,,,,,,
CUST0219,Female,South,Headphones,Accessories,48,207.3040408,1,100,9.55,1/23/2023,Delivered,,,,,,,,,,,,,
CUST0053,Male,Unknown,Keyboard,Accessories,25,50,3,150,11.95,10/18/2023,Returned,,,,,,,,,,,,,
CUST0144,Female,South,Smartphone,Electronics,54,800,4,3200,7.86,8/7/2023,Returned,,,,,,,,,,,,,
CUST0081,Male,South,Monitor,Electronics,38,300,5,1500,12.67,1/5/2023,In Transit,,,,,,,,,,,,,
CUST0044,Female,South,Monitor,Electronics,30,300,2,600,16.31,7/25/2023,Delivered,,,,,,,,,,,,,
CUST0055,Female,South,Smartwatch,Wearables,45,200,3,600,18.24,11/25/2023,Returned,,,,,,,,,,,,,
CUST0272,Male,North,Mouse,Accessories,52,30,3,90,11.88,5/18/2023,Returned,,,,,,,,,,,,,
CUST0126,Female,South,Mouse,Accessories,66,30,2,60,5.53,10/16/2023,In Transit,,,,,,,,,,,,,
CUST0167,Male,South,Smartwatch,Wearables,67,200,3,600,8.01,3/27/2023,Delivered,,,,,,,,,,,,,
CUST0043,Female,South,Mouse,Accessories,22,30,4,120,19.24,10/25/2023,In Transit,,,,,,,,,,,,,
CUST0201,Male,West,Monitor,Electronics,49,300,2,600,7,9/21/2023,In Transit,,,,,,,,,,,,,
CUST0237,Male,South,Smartwatch,Wearables,65,200,3,600,6.94,1/3/2024,In Transit,,,,,,,,,,,,,
CUST0028,Female,East,Laptop,Electronics,49,1500,1,1500,6.62,2/22/2023,Delivered,,,,,,,,,,,,,
CUST0150,Female,North,Monitor,Electronics,63,300,3,900,19.87,8/23/2023,Delivered,,,,,,,,,,,,,
CUST0247,Male,South,Keyboard,Accessories,44,50,2,100,10.09,8/1/2023,Delivered,,,,,,,,,,,,,
CUST0058,Female,East,Monitor,Electronics,42,300,2,600,6.22,8/6/2023,In Transit,,,,,,,,,,,,,
CUST0281,Male,West,Laptop,Electronics,49,1500,4,6000,7.66,1/1/2023,Returned,,,,,,,,,,,,,
CUST0041,Male,East,Smartphone,Electronics,64,800,4,3200,5.82,10/2/2023,Returned,,,,,,,,,,,,,
CUST0204,Male,East,Monitor,Electronics,54,300,4,1200,18.4,4/29/2023,Delivered,,,,,,,,,,,,,
CUST0095,Female,North,Smartwatch,Wearables,60,200,2,400,18.88,7/24/2023,Delivered,,,,,,,,,,,,,
CUST0272,Female,North,Smartwatch,Wearables,52,200,3,600,15.36,9/17/2023,In Transit,,,,,,,,,,,,,
CUST0069,Male,East,Monitor,Electronics,49,300,4,1200,16.88,9/26/2023,In Transit,,,,,,,,,,,,,
CUST0202,Male,South,Headphones,Accessories,56,100,4,400,19.94,6/7/2023,In Transit,,,,,,,,,,,,,
CUST0054,Female,North,Headphones,Accessories,64,100,1,100,10.32,3/12/2023,Delivered,,,,,,,,,,,,,
CUST0187,Female,East,Keyboard,Accessories,25,50,4,200,7.33,10/24/2023,Delivered,,,,,,,,,,,,,
CUST0065,Male,South,Smartphone,Electronics,41,800,5,4000,6.41,12/1/2023,In Transit,,,,,,,,,,,,,
CUST0019,Male,West,Smartwatch,Wearables,69,200,1,200,12.86,8/16/2023,In Transit,,,,,,,,,,,,,
CUST0054,Female,North,Keyboard,Accessories,64,50,1,50,13.13,2/13/2023,In Transit,,,,,,,,,,,,,
CUST0018,Female,Unknown,Mouse,Accessories,38,30,2,60,17.21,11/28/2023,In Transit,,,,,,,,,,,,,
CUST0059,Male,North,Laptop,Electronics,18,1500,2,3000,7.81,6/22/2023,Returned,,,,,,,,,,,,,
CUST0075,Female,South,Mouse,Accessories,56,30,5,150,5.44,6/23/2023,In Transit,,,,,,,,,,,,,
CUST0129,Female,East,Smartphone,Electronics,66,800,3,2400,19.63,7/28/2023,Delivered,,,,,,,,,,,,,
CUST0103,Male,North,Smartphone,Electronics,49,800,1,800,15.79,10/30/2023,In Transit,,,,,,,,,,,,,
CUST0176,Female,South,Laptop,Electronics,51,1500,3,4500,5.72,11/10/2023,In Transit,,,,,,,,,,,,,
CUST0299,Female,West,Smartwatch,Wearables,58,200,3,600,9.69,1/3/2024,Returned,,,,,,,,,,,,,
CUST0178,Female,South,Smartphone,Electronics,44,1658.432327,3,2400,19.31,6/3/2023,Delivered,,,,,,,,,,,,,
CUST0138,Female,East,Laptop,Electronics,46,1500,4,6000,16.31,6/29/2023,In Transit,,,,,,,,,,,,,
CUST0152,Male,East,Mouse,Accessories,69,30,1,30,10.99,10/6/2023,In Transit,,,,,,,,,,,,,
CUST0212,Female,West,Smartphone,Electronics,62,800,3,2400,16.12,8/1/2023,In Transit,,,,,,,,,,,,,
CUST0208,Female,South,Smartwatch,Wearables,57,200,2,400,8.71,5/18/2023,Unknown,,,,,,,,,,,,,
CUST0026,Male,East,Smartphone,Electronics,27,800,5,4000,12.26,5/2/2023,Returned,,,,,,,,,,,,,
CUST0224,Female,East,Smartphone,Electronics,57,800,1,800,19.34,11/20/2023,Delivered,,,,,,,,,,,,,
CUST0131,Female,West,Laptop,Electronics,67,1500,2,3000,18.81,8/10/2023,In Transit,,,,,,,,,,,,,
CUST0019,Male,North,Monitor,Electronics,69,300,1,300,14.91,4/5/2023,Delivered,,,,,,,,,,,,,
CUST0291,Female,North,Mouse,Accessories,49,30,1,30,5.6,4/19/2023,Delivered,,,,,,,,,,,,,
CUST0032,Male,West,Laptop,Electronics,63,1500,3,4500,19.69,12/30/2023,In Transit,,,,,,,,,,,,,
CUST0230,Male,South,Laptop,Electronics,49,1500,4,6000,15.12,11/10/2023,In Transit,,,,,,,,,,,,,
CUST0285,Female,North,Headphones,Accessories,58,100,1,100,5.25,1/14/2023,Delivered,,,,,,,,,,,,,
CUST0199,Male,North,Headphones,Accessories,41,100,1,100,18.38,7/5/2023,Returned,,,,,,,,,,,,,
CUST0045,Female,East,Monitor,Electronics,21,300,3,900,15.22,1/3/2024,In Transit,,,,,,,,,,,,,
CUST0063,Male,North,Monitor,Electronics,20,300,4,1200,15.57,11/6/2023,Delivered,,,,,,,,,,,,,
CUST0178,Male,East,Laptop,Electronics,44,1500,5,7500,8.03,1/20/2023,In Transit,,,,,,,,,,,,,
CUST0210,Female,North,Monitor,Electronics,30,300,5,1500,16.68,5/6/2023,Returned,,,,,,,,,,,,,
CUST0105,Female,North,Headphones,Accessories,27,100,2,200,12.44,10/21/2023,In Transit,,,,,,,,,,,,,
CUST0198,Male,South,Monitor,Electronics,49,300,3,900,6.39,12/30/2023,Returned,,,,,,,,,,,,,
CUST0241,Female,East,Keyboard,Accessories,27,50,1,50,11.72,7/10/2023,In Transit,,,,,,,,,,,,,
CUST0201,Female,West,Smartphone,Electronics,49,800,2,1600,6.85,1/3/2024,Delivered,,,,,,,,,,,,,
CUST0052,Male,South,Mouse,Accessories,66,30,4,120,14.27,2/5/2023,In Transit,,,,,,,,,,,,,
CUST0258,Female,North,Laptop,Electronics,39,1500,3,4500,15.91,2/3/2023,Returned,,,,,,,,,,,,,
CUST0123,Male,South,Laptop,Electronics,52,1500,5,7500,16.01,11/22/2023,In Transit,,,,,,,,,,,,,
CUST0285,Male,South,Smartphone,Electronics,49,800,3,2400,19.44,6/3/2023,In Transit,,,,,,,,,,,,,
CUST0279,Female,West,Mouse,Accessories,59,30,3,90,7.34,4/26/2023,Returned,,,,,,,,,,,,,
CUST0052,Female,East,Headphones,Accessories,66,100,3,300,13.21,3/13/2023,In Transit,,,,,,,,,,,,,
CUST0200,Female,West,Laptop,Electronics,49,1500,5,7500,11.03,1/11/2023,Returned,,,,,,,,,,,,,
CUST0103,Female,South,Keyboard,Accessories,23,50,5,250,14.12,4/10/2023,In Transit,,,,,,,,,,,,,
CUST0129,Female,North,Smartwatch,Wearables,66,200,5,1000,10.43,3/7/2023,Delivered,,,,,,,,,,,,,
CUST0012,Female,North,Laptop,Electronics,28,1500,1,1500,12.71,8/31/2023,Returned,,,,,,,,,,,,,
CUST0139,Male,East,Smartphone,Electronics,57,800,2,1600,12.55,1/2/2023,Unknown,,,,,,,,,,,,,
CUST0108,Male,South,Keyboard,Accessories,49,50,2,100,6.85,10/19/2023,Returned,,,,,,,,,,,,,
CUST0196,Male,West,Laptop,Electronics,37,1500,2,3000,17.23,1/10/2023,Returned,,,,,,,,,,,,,
CUST0007,Male,East,Headphones,Accessories,52,100,3,300,19.53,1/16/2023,In Transit,,,,,,,,,,,,,
CUST0118,Male,West,Smartwatch,Wearables,49,200,3,600,18.62,7/23/2023,Delivered,,,,,,,,,,,,,
CUST0227,Female,East,Mouse,Accessories,54,30,5,150,14.71,12/4/2023,In Transit,,,,,,,,,,,,,
CUST0219,Female,South,Keyboard,Accessories,48,50,2,100,12.46,4/9/2023,In Transit,,,,,,,,,,,,,
CUST0297,Male,East,Monitor,Electronics,61,300,2,600,12.26,4/25/2023,Returned,,,,,,,,,,,,,
CUST0098,Female,East,Headphones,Accessories,57,100,4,400,8.84,2/28/2023,In Transit,,,,,,,,,,,,,
CUST0284,Female,South,Smartwatch,Wearables,64,200,5,1000,13.46,5/9/2023,In Transit,,,,,,,,,,,,,
CUST0137,Female,West,Monitor,Electronics,19,300,5,1500,19.39,12/8/2023,Returned,,,,,,,,,,,,,
CUST0127,Male,North,Headphones,Accessories,62,100,2,200,5.13,11/1/2023,Delivered,,,,,,,,,,,,,
CUST0052,Male,East,Mouse,Accessories,66,30,2,60,6.23,6/11/2023,In Transit,,,,,,,,,,,,,
CUST0162,Female,South,Smartwatch,Wearables,69,200,4,800,12.26,10/9/2023,In Transit,,,,,,,,,,,,,
CUST0069,Female,East,Laptop,Electronics,66,1500,4,6000,16.92,9/23/2023,In Transit,,,,,,,,,,,,,
CUST0011,Female,West,Smartphone,Electronics,54,1658.432327,2,1600,15.8,4/6/2023,In Transit,,,,,,,,,,,,,
CUST0293,Male,South,Laptop,Electronics,32,1500,3,4500,8.53,11/17/2023,Returned,,,,,,,,,,,,,
CUST0078,Female,East,Monitor,Electronics,38,300,1,300,7.57,2/7/2023,Delivered,,,,,,,,,,,,,
CUST0290,Female,Unknown,Headphones,Accessories,37,100,3,300,5.29,9/30/2023,Returned,,,,,,,,,,,,,
CUST0130,Female,West,Smartwatch,Wearables,68,200,3,600,5.65,8/18/2023,In Transit,,,,,,,,,,,,,
CUST0186,Female,East,Smartwatch,Wearables,55,200,5,1000,18.29,1/10/2023,Delivered,,,,,,,,,,,,,
CUST0164,Male,South,Monitor,Electronics,50,300,3,900,11.22,3/16/2023,In Transit,,,,,,,,,,,,,
CUST0024,Female,Unknown,Monitor,Electronics,57,300,2,600,15.59,9/2/2023,Returned,,,,,,,,,,,,,
CUST0006,Female,East,Smartwatch,Wearables,49,200,3,600,13.94,4/7/2023,Delivered,,,,,,,,,,,,,
CUST0124,Female,North,Monitor,Electronics,53,300,1,300,16.32,8/16/2023,Delivered,,,,,,,,,,,,,
CUST0060,Female,West,Headphones,Accessories,41,100,5,500,18.06,3/15/2023,Delivered,,,,,,,,,,,,,
CUST0046,Female,North,Mouse,Accessories,22,30,1,30,8.96,3/3/2023,Returned,,,,,,,,,,,,,
CUST0280,Male,South,Smartwatch,Wearables,44,200,4,800,6.43,3/3/2023,Unknown,,,,,,,,,,,,,
CUST0012,Male,South,Headphones,Accessories,28,100,3,300,17.16,8/10/2023,Returned,,,,,,,,,,,,,
CUST0095,Male,East,Mouse,Accessories,60,30,3,90,18.42,1/25/2023,Delivered,,,,,,,,,,,,,
CUST0279,Female,Unknown,Mouse,Accessories,49,30,2,60,11.28,9/19/2023,Returned,,,,,,,,,,,,,
CUST0158,Female,Unknown,Monitor,Electronics,51,300,4,1200,6.91,9/13/2023,In Transit,,,,,,,,,,,,,
CUST0193,Male,South,Keyboard,Accessories,64,50,4,200,17.18,11/6/2023,In Transit,,,,,,,,,,,,,
CUST0270,Male,East,Keyboard,Accessories,64,50,1,50,18.23,5/24/2023,Delivered,,,,,,,,,,,,,
CUST0005,Female,East,Mouse,Accessories,56,30,2,60,7.58,2/15/2023,In Transit,,,,,,,,,,,,,
CUST0118,Female,West,Smartphone,Electronics,23,800,2,1600,9.07,10/19/2023,In Transit,,,,,,,,,,,,,
CUST0016,Female,North,Keyboard,Accessories,61,50,1,50,19.39,7/28/2023,Delivered,,,,,,,,,,,,,
CUST0168,Female,South,Keyboard,Accessories,42,50,2,100,12.44,2/21/2023,In Transit,,,,,,,,,,,,,
CUST0091,Male,North,Keyboard,Accessories,30,50,1,50,19.02,12/14/2023,Delivered,,,,,,,,,,,,,
CUST0066,Female,West,Headphones,Accessories,37,100,3,300,16.67,3/7/2023,Returned,,,,,,,,,,,,,
CUST0186,Female,East,Mouse,Accessories,55,30,1,30,5.24,5/25/2023,Returned,,,,,,,,,,,,,
CUST0130,Female,North,Monitor,Electronics,68,300,3,900,10.39,2/9/2023,Returned,,,,,,,,,,,,,
CUST0274,Female,West,Keyboard,Accessories,51,50,3,150,19.79,1/3/2024,Delivered,,,,,,,,,,,,,
CUST0095,Female,East,Monitor,Electronics,60,300,4,1200,7.26,8/20/2023,In Transit,,,,,,,,,,,,,
CUST0128,Female,East,Smartwatch,Wearables,52,200,5,1000,18.72,3/2/2023,Delivered,,,,,,,,,,,,,
CUST0036,Male,South,Keyboard,Accessories,49,50,3,150,9.99,5/7/2023,Unknown,,,,,,,,,,,,,
CUST0016,Female,East,Monitor,Electronics,61,300,1,300,6.63,1/14/2023,In Transit,,,,,,,,,,,,,
CUST0192,Male,South,Mouse,Accessories,58,30,1,30,11.39,5/15/2023,In Transit,,,,,,,,,,,,,
CUST0013,Female,East,Keyboard,Accessories,55,50,4,200,6.66,8/13/2023,Unknown,,,,,,,,,,,,,
CUST0059,Female,East,Keyboard,Accessories,18,50,4,200,7.76,8/20/2023,In Transit,,,,,,,,,,,,,
